vid,session,single/multi,test/train,pred,color pair,initial nan,vel nan,correct,final nan,levers,mags,trial type,familiarity,fiber pho,initial nan no tail,vel nan no tail
100224_Cam2_TrNum10_Coop_KL002Y-KL003B,100224_FiberPho_KL002Y-KL003_TimeOut,multi,test,True,YB,0.5493184357541899,0.5723724394785847,False,-1,True,True,coop,UF,True,0.4564525139664804,0.4847672253258845
100224_Cam2_TrNum8_Coop_KL002Y-KL006R,100224_FiberPho_KL002Y-KL003_TimeOut,multi,test,True,RY,0.5447055245047717,0.5638340747500095,False,-1,True,True,coop,UF,True,0.4601916276947644,0.483603285046196
100224_Cam1_TrNum12_Coop_KL006G-KL006R,100224_FiberPho_KL006G-KL008_TimeOut,multi,test,True,RG,0.632601171458999,0.6738019169329074,False,-1,True,True,coop,TP,True,0.5606279952076677,0.611729566027689
100224_Cam1_TrNum14_Coop_KL006G-KL005B,100224_FiberPho_KL006G-KL008_TimeOut,multi,test,True,GB,0.6562633960466778,0.6934349448281337,False,-1,True,True,coop,UF,True,0.5846679765023418,0.6307354925775979
100224_Cam1_TrNum8_Coop_KL006G-KL008B,100224_FiberPho_KL006G-KL008_TimeOut,multi,test,True,GB,0.5984894094466641,0.6229735646653166,False,-1,False,False,coop,UF,True,0.5282141097914729,0.5581112144929122
100324_Cam1_TrNum5_Coop_KL002B-KL002Y,100324_FiberPho_KL002B_TimeOut_Opaque,multi,test,True,YB,0.5819089325234261,0.6205254979516881,False,-1,True,True,coop,TP,True,0.5033667655506898,0.5508664123934642
100324_Cam2_TrNum5_Coop_KL003B-KL003G,100324_FiberPho_KL003B_TimeOut_Opaque,multi,test,True,GB,0.6088791689447786,0.6573974849644615,False,-1,True,True,coop,TP,True,0.5297840349917988,0.590008201202843
100324_Cam1_TrNum6_Coop_KL005Y-KL005B,100324_FiberPho_KL005Y_TimeOut_Opaque,multi,test,True,YB,0.6804082703151637,0.7119989509113958,False,-1,True,True,coop,TP,True,0.6121869126196616,0.6514184552170302
100324_Cam2_TrNum6_Coop_KL006G-KL006R,100324_FiberPho_KL006G_TimeOut_Opaque,multi,test,True,RG,0.6459914863426747,0.6964112569469079,False,-1,True,True,coop,TP,True,0.5716787868038311,0.6343931063024714
101724_Cam2_TrNum5_Coop_HF004Y-HF001R,101724_FiberPho_HF004Y_HF001R_TimeOut,multi,test,True,RY,0.4915735183451719,0.5112860892388451,False,-1,True,True,coop,UF,True,0.4196400712148743,0.4431359323091606
101724_Cam2_TrNum6_Coop_HF004Y-HF003B,101724_FiberPho_HF004Y_HF001R_TimeOut,multi,test,True,YB,0.4285871620257347,0.45775069292755,False,-1,True,True,coop,TP,True,0.3352209108096697,0.370440903834505
101724_Cam2_TrNum4_Coop_HF004Y-HF003B,101724_FiberPho_HF004Y_HF001R_TimeOut,multi,test,True,YB,0.4703839659349534,0.5010571911019749,False,-1,True,True,coop,TP,True,0.3819791131341311,0.4192354636223478
101724_Cam1_TrNum7_Coop_HF008Y-HF006G,101724_FiberPho_HF008Y_HF002G_TimeOut,multi,test,True,GY,0.4980270771717765,0.5114774877381193,False,-1,True,False,coop,TP,True,0.41385454745853,0.4299924683579183
101724_Cam1_TrNum6_Coop_HF008Y-HF002G,101724_FiberPho_HF008Y_HF002G_TimeOut,multi,test,True,GY,0.5934721916097274,0.6167731981485564,False,-1,True,True,coop,UF,True,0.5333898133862317,0.5613428476967159
101724_Cam1_TrNum4_Coop_HF008Y-HF006G,101724_FiberPho_HF008Y_HF002G_TimeOut,multi,test,True,GY,0.4539100244319121,0.4813784741995334,False,-1,True,False,coop,TP,True,0.381358267354924,0.4140703932986755
101824_Cam2_TrNum5_Coop_KL006G-HF001R,101824_FiberPho_HF006G_HF001R_TimeOut,multi,test,True,RG,0.4821479530238173,0.5018055098232905,False,-1,True,True,coop,UF,True,0.4066993195038964,0.4298649983536384
101824_Cam2_TrNum4_Coop_KL006G-KL008Y,101824_FiberPho_HF006G_HF001R_TimeOut,multi,test,True,GY,0.4287838876083855,0.4583141257820217,False,-1,True,True,coop,TP,True,0.3445971902096367,0.3797229996707277
101824_Cam2_TrNum7_Coop_KL006G-KL008Y,101824_FiberPho_HF006G_HF001R_TimeOut,multi,test,True,GY,0.4204408212560386,0.4464124945103206,False,-1,False,False,coop,TP,True,0.3428133234519104,0.3734560276679842
102124_Cam1_TrNum5_Coop_HF004Y-HF003B,102124_FiberPho_HF004Y_HF006G_TimeOut,multi,test,True,YB,0.4503685963402312,0.4911200089810276,False,-1,True,True,coop,TP,True,0.3685402088088912,0.4177627886090633
102124_Cam1_TrNum7_Coop_HF004Y-HF003B,102124_FiberPho_HF004Y_HF006G_TimeOut,multi,test,True,YB,0.4320017559262511,0.4651668129938542,False,-1,True,True,coop,TP,True,0.3376111172080772,0.3773526668129938
102124_Cam1_TrNum6_Coop_HF004Y-HF006G,102124_FiberPho_HF004Y_HF006G_TimeOut,multi,test,True,GY,0.4717841754260778,0.5051513571369761,False,-1,True,True,coop,UF,True,0.3950002744463046,0.4349013365535033
102124_Cam2_TrNum4_Coop_HF008Y-HF006G,102124_FiberPho_HF008Y_HF001R_TimeOut,multi,test,True,GY,0.4625147531084456,0.5014931518129169,False,-1,True,True,coop,TP,True,0.3824177256882496,0.4292811462135976
102124_Cam2_TrNum7_Coop_HF008Y-HF006G,102124_FiberPho_HF008Y_HF001R_TimeOut,multi,test,True,GY,0.4358316193610311,0.4739284245166598,False,-1,True,True,coop,TP,True,0.3524578362813657,0.3980289318524612
102124_Cam2_TrNum6_Coop_HF008Y-HF001R,102124_FiberPho_HF008Y_HF001R_TimeOut,multi,test,True,RY,0.5630171917413835,0.5860903183351156,False,-1,True,True,coop,UF,True,0.5093053384881139,0.5362137040388254
102224_Cam2_TrNum4_Coop_HF003B-HF004Y,102224_FiberPho_HF003B_HF001R_TimeOut,multi,test,True,YB,0.4469349472641042,0.4815247398598428,False,-1,True,True,coop,TP,True,0.3525606993700007,0.3946211155942521
